id,is_active,branch_code,branch_name,enterprise_code,enterprise_inn,enterprise_name
156,1,,MChJ XOVOS TEMIRYUL ShIFOXONASI,8.22,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
157,1,,MARKAZIY POLIKLINIKA,8.23,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
158,1,,SALOMATLIK TSYoP,8.24,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
159,1,,MARKAZIY SES,8.25,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
160,1,,QO‘QON TARMOQ SES,8.26,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
161,1,,SAMARKAND TARMOQ SES,8.27,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
162,1,,QARShI TARMOQ SES,8.28,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
163,1,,QO‘NG‘IROT TARMOQ SES,8.29,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
164,1,,TEMIRYULChILAR MADANIYaT SAROYI,8.3,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
165,1,,RINA MED MChJ,8.31,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
166,1,,QO‘NG‘IROT SANATORIY PROFILAKTORIY,8.32,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
167,1,,QIBRAY bolalar dam olish oromgoxi,8.34,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
168,1,,YaNGI AVLOD bolalar dam olish oromgoxi,8.35,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
169,1,,BURChMULLO bolalar dam olish oromgoxi,8.36,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
170,1,,OLOVIDDIN bolalar dam olish oromgoxi,8.37,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
171,1,,TEMIRYULChI bolalar dam olish oromgoxi,8.38,203855194,""" TEMIR YO‘L IJTIMOIY XIZMATLAR"" DM (TEMIRYUL IJTIMOIY XIZMATLAR DM)"
